id,lon,lat,location,area,type,outcome
246,-1.65252500,55.01476700,On or near King George Road,Newcastle upon Tyne 003C,Criminal damage and arson,Under investigation
247,-1.65308900,55.01644900,On or near Whitelees Court,Newcastle upon Tyne 003C,Criminal damage and arson,Investigation complete; no suspect identified
248,-1.64862300,55.01388400,On or near Brandon Road,Newcastle upon Tyne 003C,Criminal damage and arson,Under investigation
249,-1.64787300,55.01376500,On or near Brunton Grove,Newcastle upon Tyne 003C,Criminal damage and arson,Awaiting court outcome
250,-1.65308900,55.01644900,On or near Whitelees Court,Newcastle upon Tyne 003C,Criminal damage and arson,Investigation complete; no suspect identified
251,-1.64713600,55.01051900,On or near Banbury Road,Newcastle upon Tyne 003E,Criminal damage and arson,Under investigation
252,-1.64095900,55.00874900,On or near Kenton Road,Newcastle upon Tyne 003F,Criminal damage and arson,Investigation complete; no suspect identified
253,-1.64272000,55.01125200,On or near Bellfield Avenue,Newcastle upon Tyne 003F,Criminal damage and arson,Investigation complete; no suspect identified
254,-1.68576000,55.00617700,On or near Parking Area,Newcastle upon Tyne 004C,Criminal damage and arson,Investigation complete; no suspect identified
255,-1.71186300,55.03551800,On or near Prestwick Terrace,Newcastle upon Tyne 004D,Criminal damage and arson,Investigation complete; no suspect identified
256,-1.71610500,55.01311700,On or near Whorlton Lane,Newcastle upon Tyne 004D,Criminal damage and arson,Under investigation
257,-1.71610500,55.01311700,On or near Whorlton Lane,Newcastle upon Tyne 004D,Criminal damage and arson,Local resolution
258,-1.71186300,55.03551800,On or near Prestwick Terrace,Newcastle upon Tyne 004D,Criminal damage and arson,Under investigation
259,-1.69207300,55.00668700,On or near West Thorp,Newcastle upon Tyne 004E,Criminal damage and arson,Offender given a caution
260,-1.69425900,55.00700700,On or near Bedeburn Road,Newcastle upon Tyne 004F,Criminal damage and arson,Under investigation
261,-1.69222400,55.00941900,On or near Hareydene,Newcastle upon Tyne 004F,Criminal damage and arson,Under investigation
262,-1.60469200,55.01120600,On or near Salters Close,Newcastle upon Tyne 005A,Criminal damage and arson,Investigation complete; no suspect identified
263,-1.60469200,55.01120600,On or near Salters Close,Newcastle upon Tyne 005A,Criminal damage and arson,Under investigation
264,-1.60970300,55.01368500,On or near Rosewood Avenue,Newcastle upon Tyne 005A,Criminal damage and arson,Investigation complete; no suspect identified
265,-1.60952700,55.00920000,On or near Christon Close,Newcastle upon Tyne 005B,Criminal damage and arson,Under investigation
266,-1.61211500,55.00842700,On or near Hyde Terrace,Newcastle upon Tyne 005B,Criminal damage and arson,Investigation complete; no suspect identified
267,-1.60952700,55.00920000,On or near Christon Close,Newcastle upon Tyne 005B,Criminal damage and arson,Under investigation
268,-1.61592300,55.00089900,On or near Moor Road South,Newcastle upon Tyne 005C,Criminal damage and arson,Investigation complete; no suspect identified
269,-1.60823600,55.00529600,On or near Balmoral Terrace,Newcastle upon Tyne 005C,Criminal damage and arson,Investigation complete; no suspect identified
270,-1.60823600,55.00529600,On or near Balmoral Terrace,Newcastle upon Tyne 005C,Criminal damage and arson,Investigation complete; no suspect identified
271,-1.63725400,55.00871100,On or near Agnes Maria Street,Newcastle upon Tyne 006A,Criminal damage and arson,Investigation complete; no suspect identified
272,-1.63447300,55.00502700,On or near Halterburn Close,Newcastle upon Tyne 006C,Criminal damage and arson,Under investigation
273,-1.63447300,55.00502700,On or near Halterburn Close,Newcastle upon Tyne 006C,Criminal damage and arson,Under investigation
274,-1.63997000,55.00749700,On or near Souter Road,Newcastle upon Tyne 006C,Criminal damage and arson,Under investigation
275,-1.63997000,55.00749700,On or near Souter Road,Newcastle upon Tyne 006C,Criminal damage and arson,Investigation complete; no suspect identified
276,-1.62170900,55.00568900,On or near Ivy Road,Newcastle upon Tyne 006E,Criminal damage and arson,Investigation complete; no suspect identified
277,-1.63428800,55.00305000,On or near Ashfield Road,Newcastle upon Tyne 006F,Criminal damage and arson,Under investigation
278,-1.56773600,55.00011800,On or near Stonecroft Gardens,Newcastle upon Tyne 007B,Criminal damage and arson,Under investigation
279,-1.59139700,55.00843100,On or near Lealholm Road,Newcastle upon Tyne 007D,Criminal damage and arson,Investigation complete; no suspect identified
280,-1.59139700,55.00843100,On or near Lealholm Road,Newcastle upon Tyne 007D,Criminal damage and arson,Investigation complete; no suspect identified
281,-1.58008500,55.00017000,On or near Benton Road,Newcastle upon Tyne 007F,Criminal damage and arson,Investigation complete; no suspect identified
282,-1.66627600,55.00474100,On or near Byrness Close,Newcastle upon Tyne 008A,Criminal damage and arson,Investigation complete; no suspect identified
283,-1.66538800,55.00616700,On or near Mallowburn Crescent,Newcastle upon Tyne 008A,Criminal damage and arson,Under investigation
284,-1.66531500,55.01307800,On or near Belvedere Parkway,Newcastle upon Tyne 008A,Criminal damage and arson,Under investigation
285,-1.66068800,55.00729600,On or near Hartburn Walk,Newcastle upon Tyne 008A,Criminal damage and arson,Under investigation
286,-1.65221600,54.99984000,On or near Mansell Place,Newcastle upon Tyne 008C,Criminal damage and arson,Investigation complete; no suspect identified
287,-1.66143600,54.99652300,On or near Hillsleigh Road,Newcastle upon Tyne 008E,Criminal damage and arson,Under investigation
288,-1.65861500,54.99740500,On or near Meadowdale Crescent,Newcastle upon Tyne 008E,Criminal damage and arson,Investigation complete; no suspect identified
289,-1.65917100,55.00181000,On or near Moor Lane,Newcastle upon Tyne 008E,Criminal damage and arson,Investigation complete; no suspect identified
290,-1.65991500,54.99884600,On or near Wansfell Avenue,Newcastle upon Tyne 008E,Criminal damage and arson,Under investigation
291,-1.65861500,54.99740500,On or near Meadowdale Crescent,Newcastle upon Tyne 008E,Criminal damage and arson,Under investigation
292,-1.65023600,54.99921400,On or near Brigham Avenue,Newcastle upon Tyne 008F,Criminal damage and arson,Under investigation
293,-1.64697300,55.00049900,On or near Millgrove View,Newcastle upon Tyne 008F,Criminal damage and arson,Under investigation
294,-1.64385700,54.99755100,On or near Walnut Place,Newcastle upon Tyne 008F,Criminal damage and arson,Under investigation
295,-1.65461000,54.99227200,On or near Fouracres Road,Newcastle upon Tyne 008G,Criminal damage and arson,Under investigation
296,-1.65685100,54.99523400,On or near Deepdale Crescent,Newcastle upon Tyne 008G,Criminal damage and arson,Investigation complete; no suspect identified
297,-1.66955800,55.00102100,On or near Creland Way,Newcastle upon Tyne 011A,Criminal damage and arson,Investigation complete; no suspect identified
298,-1.66578900,54.99179900,On or near Deepbrook Road,Newcastle upon Tyne 011B,Criminal damage and arson,Under investigation
299,-1.66578900,54.99179900,On or near Deepbrook Road,Newcastle upon Tyne 011B,Criminal damage and arson,Investigation complete; no suspect identified
300,-1.66900500,54.99028100,On or near Springfield Road,Newcastle upon Tyne 011B,Criminal damage and arson,Under investigation
301,-1.66682900,54.99457000,On or near Cambo Green,Newcastle upon Tyne 011B,Criminal damage and arson,Under investigation
302,-1.66578900,54.99179900,On or near Deepbrook Road,Newcastle upon Tyne 011B,Criminal damage and arson,Under investigation
303,-1.67289000,54.99686900,On or near Colwyne Place,Newcastle upon Tyne 011C,Criminal damage and arson,Under investigation
304,-1.67559100,54.99541200,On or near Melvin Place,Newcastle upon Tyne 011C,Criminal damage and arson,Under investigation
305,-1.67484900,54.99633500,On or near Chandra Place,Newcastle upon Tyne 011C,Criminal damage and arson,Offender given a caution
306,-1.67667000,54.99528000,On or near Curzon Place,Newcastle upon Tyne 011C,Criminal damage and arson,Under investigation
307,-1.67289000,54.99686900,On or near Colwyne Place,Newcastle upon Tyne 011C,Criminal damage and arson,Under investigation
308,-1.67448000,54.99547100,On or near Waltham Place,Newcastle upon Tyne 011D,Criminal damage and arson,Investigation complete; no suspect identified
309,-1.67068500,54.99130100,On or near Rosehill Way,Newcastle upon Tyne 011D,Criminal damage and arson,Under investigation
310,-1.67448000,54.99547100,On or near Waltham Place,Newcastle upon Tyne 011D,Criminal damage and arson,Investigation complete; no suspect identified
311,-1.67209400,54.99485400,On or near Moulton Place,Newcastle upon Tyne 011D,Criminal damage and arson,Under investigation
312,-1.67448000,54.99547100,On or near Waltham Place,Newcastle upon Tyne 011D,Criminal damage and arson,Investigation complete; no suspect identified
313,-1.58188300,54.99718400,On or near Harlow Place,Newcastle upon Tyne 012D,Criminal damage and arson,Investigation complete; no suspect identified
314,-1.57343300,54.99215800,On or near Charminster Gardens,Newcastle upon Tyne 012E,Criminal damage and arson,Under investigation
315,-1.58232300,54.98636600,On or near Burlington Gardens,Newcastle upon Tyne 012F,Criminal damage and arson,Under investigation
316,-1.58232300,54.98636600,On or near Burlington Gardens,Newcastle upon Tyne 012F,Criminal damage and arson,Investigation complete; no suspect identified
317,-1.61394600,54.99355100,On or near Sports/Recreation Area,Newcastle upon Tyne 013B,Criminal damage and arson,Offender given a caution
318,-1.60711400,54.99056400,On or near Norham Place,Newcastle upon Tyne 013B,Criminal damage and arson,Under investigation
319,-1.60722700,54.99178600,On or near St George'S Mews,Newcastle upon Tyne 013B,Criminal damage and arson,Under investigation
320,-1.60806800,54.99688400,On or near Mitchell Avenue,Newcastle upon Tyne 013C,Criminal damage and arson,Investigation complete; no suspect identified
321,-1.60708500,54.99511100,On or near Hazelwood Avenue,Newcastle upon Tyne 013D,Criminal damage and arson,Investigation complete; no suspect identified
322,-1.75938500,54.99026800,On or near Leazes Parkway,Newcastle upon Tyne 014A,Criminal damage and arson,Investigation complete; no suspect identified
323,-1.75375500,54.99350100,On or near Mount Pleasant Court,Newcastle upon Tyne 014B,Criminal damage and arson,Investigation complete; no suspect identified
324,-1.74726900,54.99096200,On or near Briar Lane,Newcastle upon Tyne 014B,Criminal damage and arson,Under investigation
325,-1.72389900,54.99172000,On or near Pedestrian Subway,Newcastle upon Tyne 014C,Criminal damage and arson,Investigation complete; no suspect identified
326,-1.75907500,54.99514700,On or near Stuart Gardens,Newcastle upon Tyne 014D,Criminal damage and arson,Under investigation
327,-1.73639100,54.98378600,On or near Mill Vale,Newcastle upon Tyne 014E,Criminal damage and arson,Investigation complete; no suspect identified
328,-1.75582100,54.99559900,On or near Parking Area,Newcastle upon Tyne 014F,Criminal damage and arson,Under investigation
329,-1.75588700,54.99750400,On or near Sycamore Street,Newcastle upon Tyne 014F,Criminal damage and arson,Investigation complete; no suspect identified
330,-1.72802600,54.99612400,On or near Milsted Court,Newcastle upon Tyne 014G,Criminal damage and arson,Investigation complete; no suspect identified
331,-1.72688000,55.00148600,On or near Alcroft Close,Newcastle upon Tyne 014G,Criminal damage and arson,Investigation complete; no suspect identified
332,-1.69300100,54.99362300,On or near Pedestrian Subway,Newcastle upon Tyne 015A,Criminal damage and arson,Under investigation
333,-1.68768200,54.99228000,On or near Eshott Close,Newcastle upon Tyne 015A,Criminal damage and arson,Investigation complete; no suspect identified
334,-1.68768200,54.99228000,On or near Eshott Close,Newcastle upon Tyne 015A,Criminal damage and arson,Under investigation
335,-1.69594500,54.99501500,On or near Wilkes Close,Newcastle upon Tyne 015B,Criminal damage and arson,Investigation complete; no suspect identified
336,-1.70092400,54.99167500,On or near Allenheads,Newcastle upon Tyne 015B,Criminal damage and arson,Investigation complete; no suspect identified
